Employee ID,Burn Rate
fffe31003300390039003000,0.4990294489019147
fffe31003300310037003800,0.17114422108937166
fffe33003400380035003900,0.568268402410517
fffe3100370039003200,0.1723011672466907
fffe32003600390036003700,0.02212464010559506
fffe3600390032003200,0.4990441287377605
fffe3600370032003200,0.3563997237546913
fffe32003900390030003000,0.5931821811421627
fffe3100370031003000,0.6812129785548234
fffe31003500320037003600,0.5027183528829169
fffe3400370031003100,0.9275813427019912
fffe32003800300035003300,0.3657997060463257
fffe31003700380037003700,0.5739275203323607
fffe33003400300038003900,0.3137230939936626
fffe33003100300039003600,0.2779244833925084
fffe33003400380038003300,0.9195106358198875
fffe33003400310032003500,0.5887115641534124
fffe33003400360032003000,1.0685105019418786
fffe32003800360033003400,0.3565149516770272
fffe3600350031003700,0.8238959164452192
fffe3200310033003500,-0.06904564540935741
fffe370039003500,-0.28445735510910847
fffe32003500340036003200,0.6942448981217848
fffe360038003200,0.09879328692760764
fffe31003800300039003900,0.5804655593863222
fffe32003500310034003200,0.17840575032096712
fffe33003100320039003300,0.3731301482189776
fffe33003000330034003700,-0.000946383458219624
fffe32003500310039003300,-0.2630829303411339
fffe31003500310033003200,0.07336249365546443
fffe31003900320038003800,0.6659917449232001
fffe31003400340039003000,1.175450644720612
fffe390033003000,0.3024817023798666
fffe3700360033003400,-0.10978075044877661
fffe31003700390034003900,0.08940217439824338
fffe31003700360035003900,0.9434529417488928
fffe31003200370037003900,0.27303916002855927
fffe31003400310038003500,0.12295490612942661
fffe32003200370033003000,0.68682218270717
fffe31003300320036003300,0.009213560382479336
fffe3900390034003600,0.8020740249942024
fffe32003300310032003600,-0.019439168148908947
fffe3500360039003300,0.49860397855877103
fffe3700340039003900,0.7681423962299186
fffe31003400370032003200,0.0764582944617942
fffe360032003200,0.4489973185042755
fffe33003100340030003600,1.044688665284406
fffe31003500300037003700,0.820063763957804
fffe31003600390038003800,0.7966115636344762
fffe33003300360030003500,0.5086719659726131
fffe3900380030003300,0.8869601418553126
fffe31003700330034003500,0.39796212589366275
fffe31003500360036003900,0.6210265765078582
fffe3200380033003100,0.6186116483425103
fffe3900360033003900,0.5709292259459997
fffe33003000370031003200,0.44265943172503575
fffe32003700370036003200,0.06362008368588248
fffe31003400320034003300,0.3497139666347532
fffe32003600360034003200,0.2777350604511728
fffe32003700380035003100,0.6100440000212339
fffe31003400350034003200,-0.19324798882415778
fffe31003000320038003200,0.6234024455219478
fffe32003400300030003800,0.015457023727517755
fffe32003600320038003300,0.1159990756374954
fffe3300340035003700,0.5875201213714081
fffe31003900320032003000,0.7554591830527033
fffe3300370032003100,0.3177512257395151
fffe33003300350038003900,0.1100714259991939
fffe32003900360038003700,0.45578245588548394
fffe3100380033003400,0.5750818166882885
fffe3900390032003500,0.3419915752057091
fffe32003200320035003600,0.1338863051222442
fffe32003700380031003900,0.19831073406559996
fffe3400330034003000,0.4847825554743401
fffe33003300380035003400,0.8984680903456548
fffe3300380034003000,0.3619337478568654
fffe32003500360039003200,0.3306061513678814
fffe31003700360038003600,0.45915499138025284
fffe33003300370036003200,0.6583245004416591
fffe3200340039003500,0.009531687534384742
fffe3600300036003500,1.2921630156951034
fffe31003300370032003000,0.8718659163806501
fffe3700360036003700,0.5174653506860022
fffe33003200390030003200,0.1576668080671701
fffe31003500340035003100,0.49336344188670334
fffe33003000350035003300,-0.08985735570491446
fffe31003400300036003000,0.4724318994850467
fffe31003700330035003200,0.18842774108757937
fffe33003000320032003400,0.24901993749978318
fffe32003300350034003700,-0.2248625140839464
fffe32003200340034003400,0.4522468621180944
fffe3800380035003100,-0.025050883307990213
fffe33003100310039003900,0.04779608730551016
fffe3700330032003300,0.6393377225801993
fffe32003300390033003900,0.646622605367288
fffe31003500370037003700,0.3008204653838231
fffe32003000310035003500,0.31578508156731405
fffe38003200,1.1659813701539177
fffe31003900310032003600,0.42482133829799407
fffe32003200320039003900,0.3770473176210005
fffe33003000360035003200,0.9398371426632073
fffe33003100390031003800,0.7519392158589517
fffe32003800360031003400,0.307963427487995
fffe32003300320034003300,1.0352942542787007
fffe3800330032003400,0.31678694082317516
fffe3600380038003000,0.5433393358036562
fffe32003500320030003700,0.4879563772743093
fffe33003400330032003600,0.5080919398851316
fffe32003300380030003600,1.1371967392505629
fffe31003000360032003900,1.1170688230805252
fffe3300310032003500,0.07885905918424627
fffe3200320033003000,0.7777147682763841
fffe340032003600,0.7536414260789678
fffe3900390036003500,0.8673663356665973
fffe3900310039003900,0.33257097121998713
fffe3700390037003100,0.910124426034463
fffe31003200340031003600,0.7150612329654786
fffe33003200380038003800,0.5441773992133536
fffe32003400380038003200,0.8457352111577191
fffe32003300330037003600,-0.02573669056680164
fffe33003400360030003700,0.364741314184968
fffe31003900340030003800,0.33378270526201315
fffe33003400300037003400,0.6079090028608558
fffe3400360035003700,0.3224572018142107
fffe33003000340039003100,0.28836319492197793
fffe32003000390030003300,0.10418187209971774
fffe32003800300030003000,0.3061923362008125
fffe32003500300032003800,-0.21818047467984306
fffe3800330032003700,0.5789507167266598
fffe32003900380039003600,0.5885956990656431
fffe3200310031003300,0.37189773046130026
fffe32003700350038003000,0.4155973020689617
fffe31003800370033003700,0.6743119964502191
fffe33003300380038003100,0.7576774629202909
fffe31003400340030003400,0.7130350054762448
fffe31003000340030003400,-0.21519464884396983
fffe31003400330032003700,0.23340974278565924
fffe31003700310030003300,0.189636925736324
fffe31003300310033003300,0.4737666254080227
fffe33003400330031003500,0.7977648726170312
fffe32003800300036003800,0.8596337484034873
fffe33003000300032003900,-0.2919653678831683
fffe32003800390035003700,0.43659740568479144
fffe3400320036003200,0.7509639688226009
fffe33003200390038003700,0.6284201303096814
fffe33003100380035003700,0.4583947114971385
fffe32003900350032003100,-0.11224195520885777
fffe31003400360032003800,0.8458810489629034
fffe32003500340030003200,0.434521386950244
fffe32003600330035003300,0.4733908222797063
fffe3700320033003600,0.29453078746561523
fffe31003400310033003000,0.6782902226909314
fffe31003400380034003800,0.28889437465707174
fffe32003300340039003700,0.16584427198446033
fffe31003300360031003300,0.22882701724659965
fffe3500350037003800,0.44167782359094954
fffe32003300350035003400,0.4587613862084985
fffe3600310037003400,0.3629024158695413
fffe3200350036003400,0.6595372014926845
fffe33003100350034003600,0.5695247890058039
fffe3700390038003600,0.2022581348397242
fffe31003200350033003800,0.30753641314711605
fffe32003300320033003400,0.38962681602005067
fffe31003900360035003900,-0.5323926282198744
fffe3400360036003800,0.5819408098927399
fffe3100320032003000,0.2806020410569855
fffe3900310038003900,0.48088016631627317
fffe3500330032003600,0.6995546928528227
fffe3700370034003000,0.879384793530765
fffe3100310038003800,-0.038186198821733144
fffe33003300350036003500,0.8446613700130825
fffe33003400390031003600,0.9914853564686981
fffe31003400370035003400,0.35314601497047593
fffe31003600340039003900,0.38301993814661284
fffe31003600350034003300,0.9138570775812904
fffe32003900310033003300,0.3695090961814128
fffe32003700300039003800,0.6186616542557606
fffe32003600340036003300,0.25518272770759076
fffe31003100340039003600,0.9423206736999186
fffe31003700340036003000,0.38838380355318713
fffe31003600390030003700,0.2885101556405376
fffe32003500320036003900,0.4811959800230099
fffe32003200330033003700,0.2994074967892806
fffe32003500380035003600,-0.04019237099905809
fffe32003900330030003800,0.3943801546260961
fffe3700360031003700,0.4998222712600988
fffe31003400350032003300,0.5129844770959888
fffe31003000300034003900,0.22380455016148693
fffe31003500370032003200,0.6761235130987027
fffe31003400330039003100,0.6817665049309211
fffe33003100340037003400,0.514753904436209
fffe33003300390033003500,0.36267041612030004
fffe390035003800,0.4879522121039128
